,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1,S_DC1,s_DC2,S_DC2,s_r1,S_r1,profit
905,13200,23300,16900,38200,16700,12400,14100,7500,19400,23000,20500,9600,44354,121481,49971,126909,46366,93275,105038729
906,13500,22300,19300,15200,26100,26500,14500,21600,7100,19000,14600,24500,60059,143300,70604,147716,74432,147077,112477744
907,20200,165100,113000,84600,18900,21500,28000,75900,102500,131000,11700,91800,197835,425503,267097,484928,236581,517968,560873327
908,159900,136500,161500,151000,87200,141300,137200,86300,140800,122800,160600,161700,480372,1041874,513167,715826,541961,753594,474436190
909,1600,5800,5100,7600,6700,7100,1900,2800,3000,7100,7600,3800,16209,39176,17252,25746,15806,30333,39227100
910,9000,9400,8600,6500,8100,10800,6900,6200,9800,14100,17900,15000,38114,77457,28672,64534,40415,56448,75340795
911,10100,14100,3900,2600,9200,8500,12100,18700,4700,16300,6700,6300,32348,65933,24408,58262,22461,74210,55649473
912,8800,12900,6600,12600,9000,2400,1800,2400,5300,10400,9400,4800,23639,51759,19168,52306,20932,36724,38411965
913,38400,3900,6700,8000,19400,7000,3100,7300,3800,6600,3800,4900,19713,62180,22229,65635,21772,62014,44555171
914,146300,140900,231200,206200,233700,249100,171200,157900,188800,234000,167600,252100,759005,1316667,646920,1339220,515763,1393901,590869655
915,172900,288600,138700,236700,141300,186200,249100,234600,179400,247700,128600,227600,550992,1384932,756620,1562036,659472,1083931,720029628
916,206200,166900,205100,143100,227700,244200,193500,162300,221300,216300,206300,238700,438930,1406429,636945,1310797,488094,1488894,661824094
917,199100,294600,103900,275300,134700,205200,219700,144000,144700,271900,125900,225100,531893,1058592,432502,1474439,685229,1159509,1228220982
918,117300,209800,160700,196000,248400,234700,196300,177800,189200,203900,186100,187300,670965,1249765,439254,1023374,528150,993531,890477115
919,78300,91700,213900,135800,111700,87700,102600,107300,126800,140300,164500,92900,290830,746256,433017,681235,436102,899026,867953978
920,141100,99000,177300,89300,179500,213700,87200,257200,152600,133400,174800,116500,513856,889464,459442,1133720,536834,870059,1048676088
921,166200,137800,167900,141400,195900,181000,144700,229300,187300,192100,91400,226500,484541,939581,344999,898401,367527,1289026,944938946
922,206000,187600,178400,146500,158400,94400,249100,100600,147700,202500,150800,203900,384230,1084711,441066,1047046,595387,1209125,875098862
923,161200,131400,155700,127800,174200,186100,195200,118200,193200,231700,361500,98600,515074,1112740,666498,1125215,392484,1061156,1117542684
924,170000,171000,263000,126000,212000,240000,279000,108000,239000,153000,213000,139000,452075,1234123,457165,1165355,656426,1344570,1242990390
925,179000,237000,366000,481000,193000,191000,168000,181000,202000,185000,216000,159000,803514,1733720,603915,1164931,617658,1426433,1542466058
926,312000,170000,201000,156000,877000,553000,323000,158000,246000,341000,139000,223000,1019420,1951651,701123,1664333,619786,2194988,2067604593
927,258000,217000,228000,110000,157000,246000,211000,172000,215000,204000,213000,223000,509115,1307309,454233,1516628,766220,1580618,1173016536
928,240000,107000,218000,78000,211000,362000,240000,249000,78000,156000,122000,218000,528252,1145388,467452,1409740,685706,1177479,1276086214
929,199000,191000,197000,173000,197000,272000,246000,260000,158000,188000,126000,285000,424772,1527488,593572,1309592,451003,1160973,366866171
930,374000,203000,335000,159000,124000,205000,155000,216000,263000,150000,157000,171000,695369,1508110,635525,1559961,618385,1047751,940184909
931,206000,255000,271000,182000,242000,199000,177000,175000,215000,312000,179000,270000,595372,1621581,583160,1551343,724620,1345346,1185771060
932,448000,191000,560000,445000,307000,226000,479000,189000,144000,237000,328000,370000,710833,1747225,765103,1852531,1140735,2151618,2181050074
933,186000,226000,285000,211000,216000,329000,140000,129000,221000,258000,163000,151000,795341,1658012,768932,1544428,440549,1295616,856336405
934,226000,336000,424000,303000,274000,271000,353000,293000,304000,406000,201000,302000,955996,2402006,786908,2320314,1120512,2070802,1696580469
935,308000,322000,320000,437000,273000,252000,283000,270000,312000,287000,318000,219000,930259,2280731,966459,2026976,827807,1933283,814647548
936,328000,258000,420000,503000,497000,312000,359000,426000,440000,371000,430000,202000,1429969,2452446,985707,2491584,808090,2255204,2294603616
937,323000,200000,447000,430000,305000,417000,343000,200000,429000,437000,311000,499000,906574,1953809,1379907,2096384,1272248,1968189,1998256865
938,310000,370000,462000,433000,439000,482000,241000,370000,632000,381000,379000,633000,1097132,2323062,1156969,3250684,1321541,3016774,2085304680
939,30200,14000,13900,13300,18100,15100,25550,28250,19200,18300,17650,22600,75807,112730,49634,138650,47494,100353,96580872
940,15300,36400,25950,23100,25050,11000,27100,19450,13650,35150,39350,16300,68458,170345,85411,152028,86188,171068,124974605
941,35550,24600,26900,17350,16150,17200,63450,19800,26850,12650,25250,14700,96349,180464,60523,193887,58975,125397,97916124
942,14500,26800,28500,20400,14450,17000,28300,14600,7250,17850,25350,21000,45889,115485,57738,142027,58175,130026,109718667
943,27100,26500,37600,5500,20800,33900,33550,16950,19350,20250,21400,14400,69901,161904,90777,151655,71868,155845,106671114
944,5700,8200,4600,16800,12100,8000,13900,12800,24300,9400,8000,20700,27925,63709,24658,90446,45779,75328,92940811
945,8500,5700,8700,21100,12500,15100,12500,26500,6900,10800,13600,18400,39160,72635,26988,97589,26890,102730,83334735
946,15900,17700,16200,6100,16200,21100,19600,12400,8500,28900,15000,21100,36071,101245,38552,105261,62169,113930,75995070
947,29800,10800,18300,15300,14000,13900,10900,13800,19000,17100,21700,14400,56233,127279,44265,96659,53925,100528,82952048
948,20300,21300,21700,14600,23900,16200,15300,6900,14600,12600,6700,17800,49665,105729,55637,115717,39572,106027,23899386
949,8300,13100,20700,11800,8000,16300,15600,9500,15600,8300,16500,15400,43298,66854,28638,100983,40698,75066,92242526
950,28400,11300,20800,11200,13700,5900,12700,24800,11700,12700,11100,14300,39750,98928,41277,76809,58883,97047,72151974
951,36300,9600,19100,59100,20500,13600,25800,5600,11900,16000,8400,5300,66424,115228,64436,136614,53051,139087,116320048
952,8000,18400,20400,11300,10700,14300,8700,11600,6800,8900,13100,17900,32797,76565,49003,76077,36372,95564,46577408
953,12700,25000,12300,4200,3300,14400,27300,13300,18600,18600,8500,19500,52436,103652,35135,97834,34179,104017,83421800
954,59650,43800,141100,42250,68100,74150,83550,70100,24450,60350,45950,50650,239274,492569,187858,353778,221879,424408,463062434
955,80000,89300,41200,11450,89400,122200,65450,54600,75250,51100,31300,65900,144353,435476,196440,390285,235921,450911,413713470
956,98800,85800,116350,83900,66000,7950,111100,142150,92300,115000,58050,66950,270090,561098,339686,628508,204748,549732,388740473
957,44700,42850,32350,101800,43600,19350,85600,67650,67850,115700,28850,72000,176352,347297,147158,326103,166200,398425,398937670
958,113600,93950,78300,93400,75050,109650,24200,81150,38800,78400,145050,101050,287919,477345,174029,645383,328531,687926,525865703
959,2200,4600,5800,5750,1900,2050,4400,6100,2000,3400,3450,6300,14697,30680,9972,23198,9594,30602,18204391
960,1750,3050,2200,3200,1650,4150,3100,1600,2950,3750,4550,3750,11599,19126,8827,17659,9097,15396,16811412
961,3600,1950,3350,450,700,6000,2100,6250,6800,3150,2400,4250,9359,26079,12482,24186,13520,22962,20209832
962,1750,6600,6100,4200,3400,1350,6950,1200,1750,2650,4600,5600,8990,23086,10574,19346,8714,23033,17104842
963,6100,2750,10600,1800,1400,900,1400,1650,600,1650,2100,19850,16248,30675,9659,28506,16603,29031,19632113
964,501000,330700,410100,491700,395100,479900,327200,399400,367800,293900,371500,418500,1421234,2705330,1047613,2341431,1528919,3078801,1340011847
965,330400,392400,468200,387700,341200,533800,329400,278600,321700,337000,320800,299400,936652,2678321,885259,1983137,734382,2420751,1856210677
966,722900,411000,488800,332400,269300,416300,387300,288600,468400,376300,426400,352800,1422382,2848454,1264157,2988196,1023692,2699118,1815499041
967,573000,412000,354800,383200,408200,554800,464000,342600,444900,506300,288500,401200,1053724,2802917,1162063,2264408,1407582,2374175,1498481841
968,580200,347800,438700,417600,469000,469100,341600,346700,361600,434000,457000,272700,1553819,2917520,1311022,2374000,1420912,2317691,1604980547
969,215500,180900,145200,205400,250100,150700,142500,148200,185800,205600,224200,173700,647571,1082797,504756,1156029,596748,1234255,464248416
970,199400,124400,170400,180700,243100,183200,128300,208000,187000,181800,85900,117000,519908,992199,386903,1269189,642609,1305683,956455265
971,260900,341000,206100,217900,199300,214700,221700,123600,224500,150400,207900,148000,564353,1574344,767628,1311965,448458,1223038,1359701250
972,502500,237200,221400,301900,307600,356000,159900,328400,552500,428000,162900,216100,1098598,1701719,962860,2510310,790808,1714417,2019514100
973,227300,276000,215200,279300,283800,215500,306000,220700,239100,238400,187100,246900,937157,1629983,977505,1817615,777921,1866577,745182959
974,353500,404000,317500,360500,371000,226500,269500,126000,485500,478000,628500,358500,998674,2266763,780691,2342193,790570,2821095,1894646800
975,490000,1470500,1226000,1359500,429000,1221500,1255500,1199000,1163500,1377000,998500,1190000,3832126,7745997,2881014,7416233,2452738,6739776,4395409989
976,1044500,1038000,1376500,1128000,860000,1190000,1348000,1264000,876000,1214500,991500,1171000,2525072,6310730,3329168,6813442,3076531,6617668,3707357542
977,692000,1071000,969000,886500,982000,965000,692500,728000,785500,1129500,806500,892000,1896280,6822189,1769823,6495902,2652509,6106081,5043997496
978,933500,895500,916500,863500,527500,946500,989000,902000,1017500,1280000,1401500,1242500,3911034,7568185,3150450,7032542,3411174,5130768,6734184591
979,190000,182000,178000,141000,141000,145000,160000,166000,208000,259000,251000,141000,566197,1012951,673494,1148524,377227,1346068,889543729
980,183000,178000,206000,160000,152000,232000,102000,170000,245000,176000,160000,140000,546638,1033664,632599,948768,364235,1246994,927117152
981,209000,227000,104000,203000,185000,248000,145000,259000,100000,224000,235000,292000,675884,1576975,705444,1540062,614574,1107484,1118465500
982,127000,167000,369000,162000,171000,207000,109000,136000,122000,170000,271000,80000,664342,1365342,515182,874215,517702,1262522,1308416503
983,211000,157000,183000,216000,111000,180000,131000,168000,94000,138000,204000,160000,621956,1276067,422597,868099,577927,842815,881190654
984,375,1088,994,544,1780,1020,1306,735,726,1523,710,823,3816,6005,2073,7585,3837,6506,6788876
985,633,1165,620,612,701,610,674,632,741,933,993,674,2414,5336,1557,5413,1628,4036,2675408
986,744,972,398,507,706,873,395,1101,1026,956,1017,852,2128,5851,3016,4643,3011,4070,5293154
987,632,892,830,1227,798,486,513,658,762,773,659,394,2777,3916,1512,3695,2821,5399,3287992
988,387,547,467,1049,564,761,1260,553,525,679,696,341,1886,4481,1472,4397,2204,4671,4984488
989,364,471,560,1276,1263,1061,927,2305,529,754,583,754,3151,6766,2107,5619,2533,6129,5484523
990,673,635,1366,1048,342,1164,1165,664,480,603,2387,389,2920,6298,2292,5116,3378,5142,4231519
991,363,1231,263,796,488,524,662,889,725,686,4064,1142,2597,6509,2073,5112,2183,6995,6768492
992,428,296,816,858,364,2614,793,981,581,433,698,711,2572,5129,1672,6253,1682,5726,5295106
993,330,656,576,776,575,1259,681,781,500,763,716,538,2318,4206,1472,4279,2483,4041,1930791
994,216,162,183,771,249,272,405,159,238,795,309,300,1305,2005,1310,2601,1247,2192,2360225
995,238,750,677,661,390,318,665,278,305,528,695,254,1061,2794,1021,3626,1547,3353,2090354
996,171,475,346,1323,615,686,250,559,686,875,277,181,1320,2744,1786,3884,1523,3835,3639175
997,340,941,479,227,521,399,263,509,577,644,249,335,1793,2883,1124,3624,1327,2307,1894108
998,381,358,706,381,428,416,328,468,596,149,333,355,1289,2804,1383,2995,1533,2851,1966069
999,116,54,382,99,51,122,325,50,48,83,291,257,512,992,442,970,593,881,914079
1000,279,208,224,108,59,123,182,188,93,191,277,60,624,985,424,983,415,888,820750
1001,292,251,216,350,232,208,173,160,199,142,138,129,635,1113,494,1075,427,1168,878428
1002,249,104,243,325,294,185,305,138,354,514,149,528,819,1500,684,1445,1103,1438,1876753
1003,125,226,163,314,204,265,96,118,281,27,214,153,592,1112,622,923,555,1068,956089
1004,1620,1888,1423,677,1199,3807,941,3698,1800,1259,1175,1744,5935,11917,5459,9021,5696,10190,11784941
1005,698,4988,1363,2061,2120,2636,1710,2343,2875,1846,2356,1195,5353,15122,4805,17343,5625,11527,10031636
1006,1385,1048,1913,845,1415,2247,2684,1702,2366,1052,1374,1835,4334,11995,5240,11356,6551,11745,6674396
1007,2883,1611,1044,3084,1730,1365,1816,1346,2096,1921,1100,477,6468,9672,6073,12166,4306,9998,9153968
1008,228,771,455,238,292,1066,250,1173,649,775,635,118,1749,4400,1576,3527,1205,3688,3478862
1009,14000,11200,24300,16600,7700,11200,12900,10800,18400,19000,16200,16500,31848,105331,55413,91138,55765,84634,101584915
1010,10200,11300,17500,14900,11200,14600,24800,57700,11400,15900,7500,19000,70214,104860,51157,124089,41329,126754,92190771
1011,16700,14900,10900,12500,12000,8000,11100,17200,10300,32200,11300,11900,37833,102791,51825,109705,42321,96907,90917377
1012,28200,22100,24900,19600,19700,11200,10800,11600,34800,13600,8600,14500,72100,101222,51349,143458,50174,107865,118248154
1013,20300,23000,10000,21300,20600,24500,20400,17300,17700,14300,17700,25500,54563,126152,46831,108508,55822,103765,91066645
1014,57000,75000,108000,59000,100000,97000,102000,91000,67000,72000,24000,105000,183890,407950,310140,627293,245905,456113,475311061
1015,26000,70000,94000,62000,48000,54000,22000,51000,62000,75000,59000,47000,164002,365155,124946,321824,125408,337701,318749195
1016,22000,81000,87000,94000,54000,72000,74000,67000,72000,47000,60000,82000,137548,435987,145392,471115,232385,393158,328330799
1017,80000,129000,36000,143000,77000,73000,135000,110000,99000,115000,71000,81000,339197,527540,237284,684224,298195,507644,563868040
1018,61000,76000,96000,112000,76000,70000,49000,131000,29000,103000,94000,122000,333499,514256,296187,522167,238501,441571,372785540
1019,193,134,87,82,164,578,845,40,46,71,77,28,396,1011,560,1168,485,1199,1474375
1020,60,298,216,211,49,127,308,229,321,198,114,530,741,1753,448,1474,826,1764,1419161
1021,92,41,125,43,313,157,137,73,94,74,56,94,222,689,297,796,299,784,812724
1022,92,87,254,97,138,136,222,47,141,168,170,239,354,801,528,944,586,1107,1110865
1023,118,84,79,114,83,93,37,79,102,50,155,48,346,663,285,530,327,530,630836
1024,220,151,266,257,335,467,363,279,272,329,75,288,1069,1596,944,2150,723,2163,1889998
1025,222,333,421,396,269,538,515,477,632,456,356,500,893,2187,1677,3271,1516,2388,2812452
1026,190,363,442,213,443,705,611,298,144,480,301,454,1317,2494,1083,1965,968,2052,2339470
1027,309,333,354,652,383,476,295,215,664,436,234,251,943,2894,1055,2213,1330,2320,2362710
1028,274,271,389,303,156,177,190,286,234,160,172,199,876,1464,516,1337,851,1367,1181646
1029,422500,372500,800000,152500,535000,517500,615000,505000,340000,577500,635000,467500,1567807,2908263,1521093,3401360,1966452,3513347,3661217539
1030,570000,767500,397500,760000,557500,545000,497500,555000,537500,555000,605000,570000,1716413,3030843,1865975,3990879,1394507,3689750,4092828344
1031,550000,475000,712500,560000,592500,657500,690000,272500,547500,307500,730000,577500,1988798,3889045,1767807,4158805,2102740,3609412,3145887226
1032,560000,357500,302500,415000,645000,775000,445000,580000,325000,1132500,207500,587500,1889758,3032346,1883001,3081929,1265229,3286397,2615335796
1033,390000,352500,222500,412500,635000,322500,557500,217500,680000,250000,337500,382500,1053272,2048628,1561575,2807521,1301242,2083968,2332810156
1034,28000,34500,39500,44000,47000,27500,40000,44000,31000,52000,45500,38500,97351,300312,148461,297486,148289,291000,200333900
1035,51000,80500,15500,56500,54500,51500,54500,22500,51500,38000,30500,33500,104293,276079,131814,307751,144684,281577,174564235
1036,22000,41500,55000,37500,52000,120000,10500,34500,17500,38500,38000,37000,152591,250701,125787,217104,95095,323842,271604756
1037,34000,37000,31000,31000,70000,34000,38500,39000,37500,52000,38000,15500,138269,235533,117561,265789,113965,256536,176271283
1038,16500,29500,32500,55500,61500,56500,31500,46500,83500,7500,27000,29000,82610,219719,90517,316639,87113,228097,261359684
1039,238000,28000,38000,49000,152000,269000,200000,180000,184000,104000,54000,37000,417950,679379,269039,972183,422241,997176,811522143
1040,70000,354000,388000,339000,52000,116000,208000,197000,266000,142000,288000,133000,551464,1390664,582665,1467477,563614,1660917,1163648915
1041,366000,243000,270000,501000,201000,183000,199000,100000,149000,130000,147000,137000,517649,1379591,844086,1357141,768874,1678396,809368607
1042,398000,400000,213000,264000,333000,438000,229000,162000,252000,251000,220000,338000,1137652,1559863,644570,1507748,786892,1531964,734597460
1043,201000,151000,520000,328000,117000,168000,201000,59000,325000,74000,267000,474000,855105,1285324,523978,1653525,598632,1382846,1200088438
1044,400300,235200,486700,118200,294500,226400,504200,246100,282800,95300,388200,205800,797820,2059823,705025,1616736,697564,1609766,1686694523
1045,221400,249100,245000,205700,403000,423200,455800,296200,378800,66700,384900,120200,929949,1752051,967409,1534783,692219,1742684,1466261431
1046,161800,241900,270200,435300,537500,433400,238900,161700,501800,22400,165600,371100,816563,2151926,980074,2256254,751157,1890596,1111897707
1047,274500,161900,248600,309500,200300,625100,343900,497500,75600,140300,153700,385400,946092,1558388,577497,1441104,1049226,2259280,1583940983
1048,143000,124100,293500,234000,493800,282200,558600,71100,240200,151000,119800,304600,609696,1870457,847516,1582695,682208,1541121,1910649264
1049,357,1226,327,373,542,754,547,524,422,733,602,835,1304,4023,1310,3347,2152,4587,3474006
1050,603,1195,227,508,274,4244,1973,643,383,479,428,518,3040,6069,2378,5671,2381,4791,3270565
1051,212,258,681,64,536,717,295,429,341,346,761,648,1361,3141,1305,2350,1008,2929,2732956
1052,569,928,1043,593,666,686,732,511,664,212,756,347,1339,4403,1633,4032,1991,3236,1056172
1053,232,677,732,764,392,765,656,562,524,1087,526,444,2248,3996,1439,4789,2232,4679,4169056
1054,29,45,53,23,38,29,93,76,42,31,53,24,137,260,143,252,149,349,314343
1055,17,31,34,55,39,65,37,30,44,46,36,15,111,282,100,193,90,294,299343
1056,23,31,26,20,70,14,27,26,33,27,14,26,105,149,102,146,110,172,225955
1057,91,52,35,35,34,138,65,52,66,59,187,17,271,402,138,358,233,484,500032
1058,15,63,18,16,50,41,36,109,32,38,52,113,121,283,105,362,174,276,376752
1059,7500,12200,4200,5600,8000,26000,7300,6800,21600,13300,6700,11000,34936,67245,35537,58753,23948,58839,62303672
1060,2100,9200,9000,4400,5900,6500,6700,9600,6300,6800,12200,6100,26997,44604,27183,44098,16647,51799,40595444
1061,9500,9500,3600,9000,6200,7600,11700,11400,8700,8000,4600,5300,18934,52911,24727,62064,25721,55213,50805369
1062,15000,10000,12800,4000,12100,13100,6900,14500,12800,17900,6600,12200,30707,78470,33215,91561,24203,88286,65318167
1063,6200,14300,10400,7400,6300,6800,13200,8600,12800,9800,7400,5500,29978,62429,32252,61509,35549,46804,40403336
1064,36900,42500,21500,29900,71100,39200,29300,69000,53800,45900,32600,23800,90936,321846,125627,272818,84293,247739,255708920
1065,32500,57800,32000,39300,28300,58400,41800,38300,36400,61200,31100,42100,157164,317705,121887,217514,133228,306995,83548676
1066,41100,85200,32300,48100,76500,36600,40700,36000,57500,50300,53100,49800,133524,309502,146079,284060,127520,302243,275985656
1067,65300,54800,53600,52400,45600,45600,63100,64700,70000,54900,31300,32700,188410,320017,210485,399557,211172,364644,179182129
1068,52900,49900,65000,59300,61600,41700,63300,48800,66900,39500,50100,67200,154589,337205,189822,319932,204374,390769,275233501
1069,214000,199000,138000,212000,246000,363000,284000,525000,321000,277000,250000,231000,944982,2102246,762668,1635933,555188,1379336,638797242
1070,274000,476000,270000,234000,284000,231000,315000,430000,313000,363000,286000,312000,995835,2048163,993216,2437025,737849,1744422,1565468240
1071,365000,535000,405000,351000,327000,393000,313000,438000,454000,403000,424000,571000,996127,3014529,1032214,3137534,1098092,3244500,2003083953
1072,191000,234000,309000,220000,309000,334000,334000,355000,341000,410000,231000,272000,795741,1551202,1050327,2180526,660318,2289421,1890365846
1073,208000,291000,290000,313000,194000,400000,367000,213000,274000,322000,412000,183000,787494,2164535,727458,1568870,1039493,2156221,1915825241
1074,13200,9500,10600,17600,20000,11300,15800,9500,13100,12000,13000,14300,40200,87513,46370,78062,44367,73079,56340416
1075,11200,12500,19100,8400,15300,20600,13600,16700,12000,17400,12700,20400,41681,83967,44750,101380,37619,108079,48075484
1076,25500,12100,20500,14300,13300,11100,12600,16700,16000,12400,10500,13100,38502,77640,55666,107487,55643,98057,87469536
1077,16600,17000,30400,24300,16200,17900,24300,16100,14000,32600,13900,25600,43426,149872,73001,107806,60381,115733,96105492
1078,16600,34300,19300,19500,34100,24000,29700,29500,20800,33200,24100,17600,72791,200024,74904,136353,51040,164579,37075188
1079,10800,5700,7000,8300,5700,5000,6100,2800,3700,3100,5500,8300,12803,33105,19758,34617,18841,45596,33011917
1080,7100,10400,6500,5700,4500,4000,4300,5700,4500,1800,1900,6200,20773,28590,11004,30623,17370,34180,29389894
1081,4100,14100,5400,5200,3300,7800,6200,9000,15600,4700,5200,9700,27886,46943,21606,39872,18106,55344,47841853
1082,5400,12500,14100,3600,4000,4200,6800,5500,9100,6300,6300,4900,23208,43105,26843,34785,22164,37043,19360236
1083,6600,5100,12000,7500,8400,2900,7600,7800,3300,8500,3400,10300,15365,42111,17558,54959,16221,50765,35656204
1084,46400,35600,64200,43000,59200,54700,101200,80300,104300,138300,47900,37700,237451,386866,165754,486728,251327,507103,486933182
1085,44600,62000,63500,51000,20700,61200,47300,56700,35600,57300,41500,45100,191869,272038,155289,284458,140450,333489,167312335
1086,87200,71300,74600,107800,109500,58800,42600,92500,77600,77200,72400,34700,274338,589921,189234,528431,285577,461601,358920632
1087,63300,91600,80900,54000,153800,34500,121800,74400,64200,84600,42100,54500,213806,556129,168114,477972,169233,561937,440611293
1088,49900,58500,108200,57000,47500,69300,70500,50700,75700,55000,53200,54500,180162,406114,197195,352353,232084,395445,425477111
1089,45000,34000,42000,32000,40000,28000,40000,94000,43000,50000,63000,38000,119657,333300,123942,242363,148094,266423,316211470
1090,35000,40000,34000,30000,36000,26000,44000,57000,47000,22000,47000,50000,83637,231679,98563,217841,78460,265164,58457719
1091,75000,71000,79000,56000,24000,62000,56000,96000,24000,68000,45000,68000,221991,452678,205779,361059,185367,479777,270785618
1092,56000,62000,28000,37000,41000,59000,95000,65000,80000,46000,76000,58000,130090,330236,220583,443163,158625,308786,358722428
1093,62000,26000,54000,34000,50000,39000,75000,38000,30000,16000,43000,46000,105612,246315,86486,242299,128953,280677,262779415
1094,22200,18300,23500,18200,28900,39900,20800,36100,32900,30900,16600,23800,96365,175191,89657,181246,84487,195123,179695683
1095,21900,19600,19100,15700,11400,26800,49400,22800,21100,21100,21500,39400,60807,163181,63691,122927,72800,162879,176101097
1096,41600,20200,21500,18500,23300,26000,10700,37300,15700,29200,9200,15600,52472,146152,47429,141365,70347,137048,104207377
1097,38400,39900,19800,26000,23900,38000,26500,24700,38800,32600,14400,10900,77323,139275,82896,198355,98856,181952,134528061
1098,28800,44100,17800,30300,45700,25900,25100,18500,36200,12400,44300,19600,109726,168144,61450,163325,78870,224063,41865262
1099,23000,44000,32000,22000,27000,16000,22000,23000,28000,23000,25000,19000,56033,152989,52697,135071,82195,142812,136711015
1100,27000,32000,40000,55000,18000,22000,22000,37000,29000,19000,28000,37000,116225,163786,94147,222271,105442,239600,219356370
1101,32000,36000,60000,23000,27000,36000,15000,27000,36000,36000,31000,34000,74388,194186,91820,214620,69783,192821,216256246
1102,35000,47000,45000,80000,22000,52000,41000,38000,32000,28000,25000,35000,131351,296213,127125,250632,117800,265068,295095936
1103,23000,54000,76000,35000,47000,47000,27000,41000,25000,32000,35000,23000,108064,226482,113101,245130,136241,306648,218819429
1104,19100,15600,13700,8600,22500,15800,13400,14700,13200,10200,18400,12800,36609,111639,35280,85208,45069,78491,76991313
1105,8900,8900,15800,26500,15800,3800,7200,8700,10500,11000,14700,21500,38700,85853,48133,74762,34920,84908,84191897
1106,14100,23100,12100,9900,21700,35800,28400,36500,28200,22100,15900,18700,46102,175871,64489,132749,70146,112950,84278085
1107,6200,19300,9200,7000,12500,14100,15200,15200,22400,27400,20600,31400,34511,86175,66425,109488,63308,99184,110651171
1108,13500,12800,8800,16100,11400,23400,12300,16500,16900,11100,24200,23600,33019,90869,49552,95141,32091,99228,86662088
1109,14000,14200,24300,16700,24800,17100,15200,10100,13300,29500,12400,11000,44574,131915,49565,112598,44023,113258,80160461
1110,19300,29500,20300,12600,7900,6400,16500,17900,12800,10900,19600,15100,62191,123355,54042,79405,53531,80966,72681659
1111,23200,24000,24300,18700,12700,18500,13700,11800,18700,18500,14100,18100,47556,138323,39682,138717,51306,105170,14392268
1112,24900,20100,21400,21900,27000,22000,27400,15000,24500,22300,19700,22500,53283,172801,56007,146937,67581,164294,125758648
1113,26800,27800,30600,32100,19200,35900,43800,22600,21600,18600,19100,31100,91147,185328,75551,168795,77463,181630,199054887
1114,24000,25800,25000,5600,13700,31700,20800,3600,7200,30000,28600,26700,67082,155821,79339,121729,80579,143516,109694896
1115,12900,18200,38000,10300,11700,10300,6400,23200,17700,14900,11900,12700,62597,105270,56158,82170,31644,87427,56790770
1116,22000,36300,8900,10800,16400,15700,9800,23100,17600,26300,4900,6700,52573,117633,58608,114636,50801,99433,41678444
1117,6800,16500,20900,12500,8100,13900,35300,9000,20300,10400,13400,25900,63462,104948,61140,115631,46591,97365,97549472
1118,14400,12200,13700,20000,12800,16000,15400,13600,33300,4900,23200,10900,41966,119194,62116,112262,60832,104940,108256893
1119,388,495,262,348,353,509,202,338,114,130,396,808,1317,2131,1128,2072,775,2386,2593744
1120,1322,431,209,1190,264,466,168,191,321,79,358,288,1465,2869,887,2655,1708,2422,2107822
1121,446,346,243,521,94,357,436,603,200,377,257,1017,1279,3145,1561,2817,1488,3036,2188435
1122,167,317,1030,193,1088,392,518,273,65,1082,146,120,1153,3341,1567,2816,1508,3174,2305768
1123,256,364,212,263,565,236,429,171,362,752,308,110,1130,2319,1198,2149,1300,2238,2543195
1124,121,96,123,92,116,153,106,73,50,46,134,62,300,491,254,711,390,637,736384
1125,143,62,125,56,70,143,86,78,61,102,97,70,312,492,268,475,350,718,406457
1126,89,112,64,95,119,148,84,30,89,50,82,83,305,441,325,615,238,553,602660
1127,126,80,54,79,145,132,108,82,57,135,43,81,209,556,340,477,339,548,657326
1128,20,41,72,105,154,217,84,48,43,53,89,71,275,457,216,639,210,504,668539
1129,2216,10614,4086,2355,1347,2329,3742,5529,6368,4926,2877,2676,11107,31074,11915,29113,10920,31249,30559195
1130,2372,6025,5994,2579,1924,6327,11621,2260,3249,3278,6629,3999,11821,25919,14171,27421,16611,26090,27682441
1131,2340,3028,2432,1708,4836,2748,2314,1677,4083,1740,1775,3102,5386,16980,10064,17100,7193,16714,15828783
1132,1314,1790,1816,2686,1386,4454,3014,4320,1389,1055,2130,4415,5936,15441,7085,17855,5812,15415,17857506
1133,508,971,1497,941,641,1536,921,779,622,496,67,180,3005,5535,2886,5771,2715,4577,5136496
1134,7363,17640,19077,11218,16146,21803,9778,13979,10880,11676,6257,9862,37898,69095,33615,98443,50853,96782,44371572
1135,10974,11112,10103,13377,13358,16372,16512,14035,9822,8849,15552,18292,39173,96290,46116,98063,47605,103383,64713378
1136,8974,5353,13999,15525,5502,15016,8911,13321,29311,4785,12881,13486,42690,63346,32402,71536,24769,95922,49318721
1137,6851,5080,10788,4649,12497,16663,11191,7549,10264,4770,10442,8144,27837,50814,21666,63197,18619,52971,52577597
1138,794,2266,986,2977,3431,2342,1237,1316,2998,1301,609,2520,6029,14516,6201,14507,7499,13009,11354938
1139,9852,16812,8555,10582,12157,15526,30267,13800,27467,10529,9138,36706,51688,90870,59265,130101,58415,94072,112039340
1140,11469,10936,20529,12306,19544,12380,31444,6472,10369,6722,8513,23725,57279,106231,45446,106012,49781,75750,92124131
