,RL_no_season,RL_no_season_24,RL_poisson_no_season,RL_no_season_poisson_lead_time,RL_poisson_no_season_poisson_lead_time
306,100173.33333333333,24110.66666666668,102220.66666666664,105094.33333333337,101603.33333333333
307,105152.33333333336,22659.333333333336,85166.33333333331,103127.0,99456.33333333333
308,110001.00000000004,24464.333333333343,73427.0,94109.66666666672,97960.66666666667
309,107828.0,22383.333333333336,104372.99999999996,104770.33333333333,97883.00000000003
310,103904.33333333333,21759.666666666668,108377.99999999999,94755.00000000004,101926.33333333333
311,103767.00000000003,22378.666666666675,97832.0,88116.00000000003,95007.33333333336
312,103814.66666666666,21595.666666666675,98008.6666666667,103463.66666666666,97648.99999999999
313,107786.66666666666,23851.000000000007,104174.66666666672,101451.33333333333,79784.00000000003
314,103286.33333333327,23018.000000000007,97559.00000000006,98622.00000000006,104195.99999999997
315,101110.3333333333,23020.33333333334,109325.00000000004,98712.00000000003,81077.0
316,103518.33333333337,22953.66666666667,108993.66666666664,102894.33333333334,99001.66666666667
317,99316.66666666667,20186.333333333336,92702.6666666667,104041.00000000001,106131.99999999999
318,105033.0,23587.66666666668,78786.99999999999,97682.66666666667,80877.33333333336
319,93106.6666666667,21648.666666666675,102530.00000000003,101351.33333333334,89654.0
320,107830.00000000006,22514.666666666675,101556.00000000004,105891.33333333333,99941.66666666672
321,103197.66666666664,23014.666666666664,97210.00000000003,95878.33333333334,103661.99999999996
322,107135.00000000003,22673.66666666668,102017.00000000001,104161.33333333333,96332.99999999999
323,105849.33333333336,24496.66666666667,101135.66666666667,104118.0,74010.0
324,106470.0,24382.00000000001,105229.3333333333,102927.99999999999,72266.66666666667
325,104353.66666666667,23203.333333333332,95521.00000000004,102525.0,83615.00000000001
326,105166.99999999999,21983.66666666667,104200.33333333333,104189.33333333337,100263.00000000004
327,104609.33333333336,18064.66666666667,108865.3333333334,86022.00000000003,73406.0
328,101513.33333333336,22626.000000000007,104698.66666666667,94216.66666666669,97869.33333333331
329,107214.0,21188.333333333343,100954.6666666667,95710.00000000004,101745.33333333333
330,105988.66666666669,22698.666666666675,103038.33333333331,102567.33333333334,57012.000000000015
331,100418.33333333337,24402.333333333347,99505.66666666664,90702.33333333336,100065.66666666669
332,103444.33333333334,20580.000000000007,104686.33333333333,99017.33333333334,91425.0
333,111149.33333333334,22217.66666666667,87758.0,98802.00000000001,74805.33333333334
334,106626.00000000001,22855.66666666668,89206.6666666667,95617.0,89302.66666666664
