,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,profit
585,175300,157700,234100,271500,162600,123700,203800,222300,127900,211400,146800,151900,535491,587882,609716,591584,427781,604476,665983,386532,385571,530859,603038,493736,1127080,1132877,1188124,1315689,1269454,1329494,1013143,1499198,1273166,1210902,1115186,1433761,535491,587882,609716,591584,427781,604476,665983,386532,385571,530859,603038,493736,1127080,1132877,1188124,1315689,1269454,1329494,1013143,1499198,1273166,1210902,1115186,1433761,535491,587882,609716,591584,427781,604476,665983,386532,385571,530859,603038,493736,1127080,1132877,1188124,1315689,1269454,1329494,1013143,1499198,1273166,1210902,1115186,1433761,1217604898
586,202200,212400,141500,132200,160300,220600,178600,142300,208200,144500,131600,158400,457063,532550,554989,657549,619379,499638,549626,414507,436861,590670,411589,627251,1329933,966286,952060,904045,1104665,1142005,1373171,958580,1350681,1374189,1114530,1410220,457063,532550,554989,657549,619379,499638,549626,414507,436861,590670,411589,627251,1329933,966286,952060,904045,1104665,1142005,1373171,958580,1350681,1374189,1114530,1410220,457063,532550,554989,657549,619379,499638,549626,414507,436861,590670,411589,627251,1329933,966286,952060,904045,1104665,1142005,1373171,958580,1350681,1374189,1114530,1410220,1072896084
587,200500,143900,190800,150900,230600,241100,156000,166900,204100,216100,188300,202200,565170,739552,661291,545486,480707,716493,588993,701834,392464,421111,629358,449180,1499695,1051010,1089614,1035479,1691121,1416675,1545691,1336969,1437544,1018470,1198489,1031511,565170,739552,661291,545486,480707,716493,588993,701834,392464,421111,629358,449180,1499695,1051010,1089614,1035479,1691121,1416675,1545691,1336969,1437544,1018470,1198489,1031511,565170,739552,661291,545486,480707,716493,588993,701834,392464,421111,629358,449180,1499695,1051010,1089614,1035479,1691121,1416675,1545691,1336969,1437544,1018470,1198489,1031511,812119184
588,213900,116600,248600,188700,233900,194700,321300,215800,252500,249500,208100,238500,678308,780123,816246,617891,827302,474939,660876,591816,539230,494438,588677,622583,1291576,1400021,1874254,1656401,1639424,1906014,1661859,1219253,1938037,1748678,1294246,1479501,678308,780123,816246,617891,827302,474939,660876,591816,539230,494438,588677,622583,1291576,1400021,1874254,1656401,1639424,1906014,1661859,1219253,1938037,1748678,1294246,1479501,678308,780123,816246,617891,827302,474939,660876,591816,539230,494438,588677,622583,1291576,1400021,1874254,1656401,1639424,1906014,1661859,1219253,1938037,1748678,1294246,1479501,1550936781
589,1269000,3230000,1769000,3173000,6863000,5306000,3038000,4447000,2593000,6879000,3583000,1758000,9753736,9673369,9142024,7780875,11799495,12133446,12664474,9419373,9795735,13464827,13530717,13632911,25476579,19497795,21558911,20761501,32374986,21424828,24310694,32867092,23896200,18492399,32417849,23214538,9753736,9673369,9142024,7780875,11799495,12133446,12664474,9419373,9795735,13464827,13530717,13632911,25476579,19497795,21558911,20761501,32374986,21424828,24310694,32867092,23896200,18492399,32417849,23214538,9753736,9673369,9142024,7780875,11799495,12133446,12664474,9419373,9795735,13464827,13530717,13632911,25476579,19497795,21558911,20761501,32374986,21424828,24310694,32867092,23896200,18492399,32417849,23214538,23403825482
590,3555000,2723000,3499000,2117000,2241000,2751000,3139000,2530000,2492000,2909000,2010000,2413000,6165483,10627695,5820468,6769924,9968146,7211618,7371584,10579857,7849590,10637196,9384784,5966548,16054111,22276979,23120808,19198091,17115792,14163879,19065796,23986820,21099821,21567914,14239363,21231758,6165483,10627695,5820468,6769924,9968146,7211618,7371584,10579857,7849590,10637196,9384784,5966548,16054111,22276979,23120808,19198091,17115792,14163879,19065796,23986820,21099821,21567914,14239363,21231758,6165483,10627695,5820468,6769924,9968146,7211618,7371584,10579857,7849590,10637196,9384784,5966548,16054111,22276979,23120808,19198091,17115792,14163879,19065796,23986820,21099821,21567914,14239363,21231758,9622371626
591,3157000,3620000,3075000,3645000,2913000,3649000,3530000,2792000,3249000,4467000,2800000,2831000,6970888,8395540,11290545,10400699,6903452,9908316,11552239,7263364,9998688,8676998,8665202,11990774,20896625,18523317,25450264,23122010,19189106,21270120,26470193,29423437,19329009,24895881,29273166,21087634,6970888,8395540,11290545,10400699,6903452,9908316,11552239,7263364,9998688,8676998,8665202,11990774,20896625,18523317,25450264,23122010,19189106,21270120,26470193,29423437,19329009,24895881,29273166,21087634,6970888,8395540,11290545,10400699,6903452,9908316,11552239,7263364,9998688,8676998,8665202,11990774,20896625,18523317,25450264,23122010,19189106,21270120,26470193,29423437,19329009,24895881,29273166,21087634,19837568550
592,3558000,1791000,3016000,2892000,4816000,3719000,3132000,2961000,3256000,1990000,2715000,1290000,9242865,8824170,7082830,6305420,10185383,9899785,6491321,6782832,9044277,10329293,10794607,8012784,23490740,25679260,19892456,24868945,21293589,24178698,23900735,17699059,24179347,15543915,17545705,21053491,9242865,8824170,7082830,6305420,10185383,9899785,6491321,6782832,9044277,10329293,10794607,8012784,23490740,25679260,19892456,24868945,21293589,24178698,23900735,17699059,24179347,15543915,17545705,21053491,9242865,8824170,7082830,6305420,10185383,9899785,6491321,6782832,9044277,10329293,10794607,8012784,23490740,25679260,19892456,24868945,21293589,24178698,23900735,17699059,24179347,15543915,17545705,21053491,8443716857
593,882000,1105000,1612000,790000,1196000,1110000,1615000,1608000,1022000,1004000,1340000,1976000,2818162,3739947,3961371,4970466,2685533,3403371,3572988,4765693,3630141,2619972,4842282,4422184,11414542,9388288,8893759,7444811,6692520,10537233,9273334,9561012,9003025,7354010,7620450,10419514,2818162,3739947,3961371,4970466,2685533,3403371,3572988,4765693,3630141,2619972,4842282,4422184,11414542,9388288,8893759,7444811,6692520,10537233,9273334,9561012,9003025,7354010,7620450,10419514,2818162,3739947,3961371,4970466,2685533,3403371,3572988,4765693,3630141,2619972,4842282,4422184,11414542,9388288,8893759,7444811,6692520,10537233,9273334,9561012,9003025,7354010,7620450,10419514,8230528538
594,1848000,1234000,654000,391000,471000,1289000,633000,2382000,509000,1534000,1117000,226000,3657417,2845891,4093392,2526314,3407485,3941400,2690361,2066937,2601729,3475039,3025736,2240212,7489414,8635423,7981233,8313781,5953768,5965291,6660374,7805244,8971017,5172715,6112022,7389116,3657417,2845891,4093392,2526314,3407485,3941400,2690361,2066937,2601729,3475039,3025736,2240212,7489414,8635423,7981233,8313781,5953768,5965291,6660374,7805244,8971017,5172715,6112022,7389116,3657417,2845891,4093392,2526314,3407485,3941400,2690361,2066937,2601729,3475039,3025736,2240212,7489414,8635423,7981233,8313781,5953768,5965291,6660374,7805244,8971017,5172715,6112022,7389116,6068940104
595,2206000,355000,1902000,382000,474000,1960000,2075000,694000,1008000,443000,1414000,662000,3789227,2474763,4441180,4279530,3101027,3419110,3873175,4061598,2387587,3094015,3878044,2722807,6857544,6967937,8566420,6743056,8288619,8282172,9649391,9585822,5947562,8687283,6891818,6125432,3789227,2474763,4441180,4279530,3101027,3419110,3873175,4061598,2387587,3094015,3878044,2722807,6857544,6967937,8566420,6743056,8288619,8282172,9649391,9585822,5947562,8687283,6891818,6125432,3789227,2474763,4441180,4279530,3101027,3419110,3873175,4061598,2387587,3094015,3878044,2722807,6857544,6967937,8566420,6743056,8288619,8282172,9649391,9585822,5947562,8687283,6891818,6125432,3999354354
596,317000,365000,545000,2088000,681000,2236000,505000,379000,1777000,423000,400000,1550000,3589990,2481492,2216991,2619017,2042947,2681163,2356756,2775627,3489716,1923606,2578728,2647802,7986439,5721737,5268571,8394956,7983584,7291444,5865295,5812084,4821604,6428699,7599862,5360375,3589990,2481492,2216991,2619017,2042947,2681163,2356756,2775627,3489716,1923606,2578728,2647802,7986439,5721737,5268571,8394956,7983584,7291444,5865295,5812084,4821604,6428699,7599862,5360375,3589990,2481492,2216991,2619017,2042947,2681163,2356756,2775627,3489716,1923606,2578728,2647802,7986439,5721737,5268571,8394956,7983584,7291444,5865295,5812084,4821604,6428699,7599862,5360375,6610918286
597,401000,1463000,549000,1197000,1329000,2124000,626000,1894000,697000,778000,975000,542000,2367878,2633248,2311327,3719859,2988705,3347157,2784952,3977598,4071840,3487152,3650616,3599808,9091299,7349124,9069048,6352620,5626855,9210197,7703049,9421549,8494376,6427564,9080909,6186223,2367878,2633248,2311327,3719859,2988705,3347157,2784952,3977598,4071840,3487152,3650616,3599808,9091299,7349124,9069048,6352620,5626855,9210197,7703049,9421549,8494376,6427564,9080909,6186223,2367878,2633248,2311327,3719859,2988705,3347157,2784952,3977598,4071840,3487152,3650616,3599808,9091299,7349124,9069048,6352620,5626855,9210197,7703049,9421549,8494376,6427564,9080909,6186223,6241422663
598,1986000,1979000,411000,597000,173000,1569000,742000,1385000,470000,1568000,568000,498000,3709730,3060737,3608984,3188832,3411292,2867753,3094630,3226695,2096529,3508761,2207534,2887776,8148826,5496845,5743045,8838593,7200720,6184143,6726860,6035021,7997459,7326011,8111292,6870304,3709730,3060737,3608984,3188832,3411292,2867753,3094630,3226695,2096529,3508761,2207534,2887776,8148826,5496845,5743045,8838593,7200720,6184143,6726860,6035021,7997459,7326011,8111292,6870304,3709730,3060737,3608984,3188832,3411292,2867753,3094630,3226695,2096529,3508761,2207534,2887776,8148826,5496845,5743045,8838593,7200720,6184143,6726860,6035021,7997459,7326011,8111292,6870304,4141573307
599,40000,46000,39000,20000,82000,46000,36000,24000,44000,29000,31000,18000,144796,125624,116782,138216,147782,107816,103480,91543,132838,103377,108523,112488,284789,269927,213262,231985,201325,210132,248135,209535,318257,196877,279270,322058,144796,125624,116782,138216,147782,107816,103480,91543,132838,103377,108523,112488,284789,269927,213262,231985,201325,210132,248135,209535,318257,196877,279270,322058,144796,125624,116782,138216,147782,107816,103480,91543,132838,103377,108523,112488,284789,269927,213262,231985,201325,210132,248135,209535,318257,196877,279270,322058,200034417
600,23000,40000,46000,50000,29000,42000,36000,44000,27000,25000,24000,27000,106862,115836,74066,108775,118649,120156,87646,130328,123842,79211,128926,107763,210877,235196,243392,298320,258251,210607,234332,173173,240166,287616,241774,196166,106862,115836,74066,108775,118649,120156,87646,130328,123842,79211,128926,107763,210877,235196,243392,298320,258251,210607,234332,173173,240166,287616,241774,196166,106862,115836,74066,108775,118649,120156,87646,130328,123842,79211,128926,107763,210877,235196,243392,298320,258251,210607,234332,173173,240166,287616,241774,196166,131961070
601,31000,62000,62000,42000,35000,66000,46000,33000,43000,50000,26000,38000,150176,119492,108573,139001,171881,162284,94277,167444,111980,112901,112198,137144,241620,244240,353442,283338,238892,269981,224130,338286,385157,300137,282439,251371,150176,119492,108573,139001,171881,162284,94277,167444,111980,112901,112198,137144,241620,244240,353442,283338,238892,269981,224130,338286,385157,300137,282439,251371,150176,119492,108573,139001,171881,162284,94277,167444,111980,112901,112198,137144,241620,244240,353442,283338,238892,269981,224130,338286,385157,300137,282439,251371,295304922
602,48000,34000,22000,53000,35000,37000,42000,28000,39000,53000,62000,22000,116830,101545,107697,119610,84546,100092,136961,90231,90067,91140,107222,115663,331356,335946,287774,242016,285576,226439,317939,207317,333254,197933,296008,201939,116830,101545,107697,119610,84546,100092,136961,90231,90067,91140,107222,115663,331356,335946,287774,242016,285576,226439,317939,207317,333254,197933,296008,201939,116830,101545,107697,119610,84546,100092,136961,90231,90067,91140,107222,115663,331356,335946,287774,242016,285576,226439,317939,207317,333254,197933,296008,201939,203380532
603,52000,29000,51000,40000,45000,31000,34000,20000,45000,33000,40000,24000,140927,81122,127035,94608,118717,128203,141858,91882,75313,111525,142803,143708,299425,285505,298766,260930,234563,310611,256216,192037,297730,272874,223956,251510,140927,81122,127035,94608,118717,128203,141858,91882,75313,111525,142803,143708,299425,285505,298766,260930,234563,310611,256216,192037,297730,272874,223956,251510,140927,81122,127035,94608,118717,128203,141858,91882,75313,111525,142803,143708,299425,285505,298766,260930,234563,310611,256216,192037,297730,272874,223956,251510,136137794
604,972000,1795000,1521000,1758000,908000,1634000,1829000,2015000,1160000,1146000,1442000,1265000,5785713,4080933,4817819,4729602,4312507,4223886,5170626,3191234,3244171,3782894,3276272,4711038,7916929,11364756,7947726,10273493,8142170,9734106,11636994,12105630,7685838,10094480,9278898,7984572,5785713,4080933,4817819,4729602,4312507,4223886,5170626,3191234,3244171,3782894,3276272,4711038,7916929,11364756,7947726,10273493,8142170,9734106,11636994,12105630,7685838,10094480,9278898,7984572,5785713,4080933,4817819,4729602,4312507,4223886,5170626,3191234,3244171,3782894,3276272,4711038,7916929,11364756,7947726,10273493,8142170,9734106,11636994,12105630,7685838,10094480,9278898,7984572,8277754745
605,1134000,929000,1108000,623000,1518000,1161000,1548000,1493000,1343000,1281000,906000,1660000,3451422,3210461,2878347,4802689,4160342,3448135,3067946,4713783,3945472,4343218,3458698,4393564,10298865,6623916,7469453,8666815,10085659,7740633,10462693,6759178,8808383,10050398,10867421,10711969,3451422,3210461,2878347,4802689,4160342,3448135,3067946,4713783,3945472,4343218,3458698,4393564,10298865,6623916,7469453,8666815,10085659,7740633,10462693,6759178,8808383,10050398,10867421,10711969,3451422,3210461,2878347,4802689,4160342,3448135,3067946,4713783,3945472,4343218,3458698,4393564,10298865,6623916,7469453,8666815,10085659,7740633,10462693,6759178,8808383,10050398,10867421,10711969,5961917954
606,1477000,1718000,1009000,1244000,1072000,1334000,1207000,1494000,1382000,1271000,1115000,1211000,3503065,4577927,3550150,4706781,3248268,5155515,3384542,3827096,3695783,4665850,3800681,5083190,10387423,6526400,9529685,6810216,7974191,7667104,8820733,11430587,9619094,7903176,7635292,8558672,3503065,4577927,3550150,4706781,3248268,5155515,3384542,3827096,3695783,4665850,3800681,5083190,10387423,6526400,9529685,6810216,7974191,7667104,8820733,11430587,9619094,7903176,7635292,8558672,3503065,4577927,3550150,4706781,3248268,5155515,3384542,3827096,3695783,4665850,3800681,5083190,10387423,6526400,9529685,6810216,7974191,7667104,8820733,11430587,9619094,7903176,7635292,8558672,7095553583
607,1909000,1337000,1245000,867000,1605000,935000,1235000,1284000,1383000,1121000,871000,1112000,4455232,2836191,4095650,3875682,3364745,3522694,3677772,2652762,3087214,3774715,2734354,4957191,10702912,8991756,9482213,8707500,8397699,10059479,6893974,10354100,9059338,10679241,7618880,9857467,4455232,2836191,4095650,3875682,3364745,3522694,3677772,2652762,3087214,3774715,2734354,4957191,10702912,8991756,9482213,8707500,8397699,10059479,6893974,10354100,9059338,10679241,7618880,9857467,4455232,2836191,4095650,3875682,3364745,3522694,3677772,2652762,3087214,3774715,2734354,4957191,10702912,8991756,9482213,8707500,8397699,10059479,6893974,10354100,9059338,10679241,7618880,9857467,6815445503
608,1483000,1207000,1003000,848000,909000,1102000,1338000,1270000,1235000,1325000,990000,1206000,2523640,2439988,4424372,2783427,4238798,3433494,3703252,3359520,4041712,3014678,2753514,3928853,7743452,5965674,5922412,6819417,6402337,8267688,9653007,6618695,8276909,8875100,10332581,6046962,2523640,2439988,4424372,2783427,4238798,3433494,3703252,3359520,4041712,3014678,2753514,3928853,7743452,5965674,5922412,6819417,6402337,8267688,9653007,6618695,8276909,8875100,10332581,6046962,2523640,2439988,4424372,2783427,4238798,3433494,3703252,3359520,4041712,3014678,2753514,3928853,7743452,5965674,5922412,6819417,6402337,8267688,9653007,6618695,8276909,8875100,10332581,6046962,3098209987
609,304000,187000,221000,256000,214000,292000,192000,352000,754000,325000,208000,247000,1053024,686357,831632,664484,969921,851432,775912,719699,839137,896277,826940,598895,2221424,2405884,2093120,1499061,2275088,2381801,2427727,2402971,2234457,1789650,2013870,2626705,1053024,686357,831632,664484,969921,851432,775912,719699,839137,896277,826940,598895,2221424,2405884,2093120,1499061,2275088,2381801,2427727,2402971,2234457,1789650,2013870,2626705,1053024,686357,831632,664484,969921,851432,775912,719699,839137,896277,826940,598895,2221424,2405884,2093120,1499061,2275088,2381801,2427727,2402971,2234457,1789650,2013870,2626705,2014372767
610,333000,229000,236000,294000,200000,250000,142000,340000,181000,219000,172000,278000,828489,882810,784113,709511,949249,800256,848179,612510,766940,484086,936884,590182,1602735,1782301,1649822,1512505,1776608,1563366,1455731,1672530,2064267,1747457,1926877,1929406,828489,882810,784113,709511,949249,800256,848179,612510,766940,484086,936884,590182,1602735,1782301,1649822,1512505,1776608,1563366,1455731,1672530,2064267,1747457,1926877,1929406,828489,882810,784113,709511,949249,800256,848179,612510,766940,484086,936884,590182,1602735,1782301,1649822,1512505,1776608,1563366,1455731,1672530,2064267,1747457,1926877,1929406,1195257566
611,346000,812000,189000,322000,293000,171000,636000,198000,248000,460000,252000,220000,769549,1280893,818113,1026944,1312115,814766,1229115,1142902,1019170,1177491,774678,1125485,2817941,3044809,2146953,2258237,1773599,2127346,2011505,1881926,2681252,2292798,1983282,1962542,769549,1280893,818113,1026944,1312115,814766,1229115,1142902,1019170,1177491,774678,1125485,2817941,3044809,2146953,2258237,1773599,2127346,2011505,1881926,2681252,2292798,1983282,1962542,769549,1280893,818113,1026944,1312115,814766,1229115,1142902,1019170,1177491,774678,1125485,2817941,3044809,2146953,2258237,1773599,2127346,2011505,1881926,2681252,2292798,1983282,1962542,1592214023
612,342000,438000,419000,335000,355000,262000,292000,319000,385000,230000,312000,338000,1318377,810312,1055429,839328,1271823,1072584,703627,798771,879410,783951,1009860,717322,1926202,2714342,2969226,2423222,2801488,2159069,1938585,2678166,2662612,1885239,2924323,2801685,1318377,810312,1055429,839328,1271823,1072584,703627,798771,879410,783951,1009860,717322,1926202,2714342,2969226,2423222,2801488,2159069,1938585,2678166,2662612,1885239,2924323,2801685,1318377,810312,1055429,839328,1271823,1072584,703627,798771,879410,783951,1009860,717322,1926202,2714342,2969226,2423222,2801488,2159069,1938585,2678166,2662612,1885239,2924323,2801685,1464461295
613,298000,242000,178000,112000,319000,271000,368000,261000,319000,372000,220000,235000,925949,833766,897535,733888,587071,619894,818842,742012,881612,739705,636466,1019113,1886131,1342632,1480500,1757550,2131696,1423935,1895009,2374878,2322327,1745038,1564181,2035997,925949,833766,897535,733888,587071,619894,818842,742012,881612,739705,636466,1019113,1886131,1342632,1480500,1757550,2131696,1423935,1895009,2374878,2322327,1745038,1564181,2035997,925949,833766,897535,733888,587071,619894,818842,742012,881612,739705,636466,1019113,1886131,1342632,1480500,1757550,2131696,1423935,1895009,2374878,2322327,1745038,1564181,2035997,985251090
614,312000,307000,347000,340000,541000,313000,375000,657000,327000,306000,257000,429000,936033,1219603,810870,1214775,1496433,1481293,926308,1148756,1433602,1379723,1255744,1107041,2726417,1882300,2962089,2663644,2710868,2658353,2262080,2857682,1960307,2048192,3300216,2243218,936033,1219603,810870,1214775,1496433,1481293,926308,1148756,1433602,1379723,1255744,1107041,2726417,1882300,2962089,2663644,2710868,2658353,2262080,2857682,1960307,2048192,3300216,2243218,936033,1219603,810870,1214775,1496433,1481293,926308,1148756,1433602,1379723,1255744,1107041,2726417,1882300,2962089,2663644,2710868,2658353,2262080,2857682,1960307,2048192,3300216,2243218,2195326830
615,422000,634000,347000,858000,315000,385000,488000,619000,247000,372000,584000,287000,1615918,1154514,1051652,1025409,1063369,1504299,999620,1609314,1048194,1777707,1747418,1356654,3900444,2899565,4092312,2526424,2640403,2362307,3495689,3289723,3702616,3984718,3799166,3848972,1615918,1154514,1051652,1025409,1063369,1504299,999620,1609314,1048194,1777707,1747418,1356654,3900444,2899565,4092312,2526424,2640403,2362307,3495689,3289723,3702616,3984718,3799166,3848972,1615918,1154514,1051652,1025409,1063369,1504299,999620,1609314,1048194,1777707,1747418,1356654,3900444,2899565,4092312,2526424,2640403,2362307,3495689,3289723,3702616,3984718,3799166,3848972,3164052172
